Country Name, Country Code, p1990, p1991, p1992, p1993, p1994, p1995, p1996, p1997, p1998, p1999, p2000, p2001, p2002, p2003, p2004, p2005, p2006, p2007, p2008, p2009, p2010, p2011, p2012, p2013, p2014, g1990, g1991, g1992, g1993, g1994, g1995, g1996, g1997, g1998, g1999, g2000, g2001, g2002, g2003, g2004, g2005, g2006, g2007, g2008, g2009, g2010, g2011, g2012, g2013, g2014, ghg1990, ghg1991,ghg1992,ghg1993,ghg1994,ghg1995,ghg1996,ghg1997,ghg1998,ghg1999,ghg2000,ghg2001,ghg2002,ghg2003,ghg2004,ghg2005,ghg2006,ghg2007,ghg2008,ghg2009,ghg2010,ghg2011,ghg2012,ghg2013,ghg2014 
Germany,DEU,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,19423,20952,21677,21834,22769,23581,24110,24645,25393,26360,27298,28476,29327,29990,31417,31968,34242,36451,38029,37042,39187,42693,43564,45232,47191,1154.1051,1124.8812,1077.8502,1067.8299,1054.4742,1048.3963,1070.5367,1033.6267,1018.268,981.0824,969.0739,984.353,967.2721,967.9244,948.6196,927.9916,938.3755,905.9013,912.3326,854.8262,892.2,864.2562,876.0749,894.057,854.0073
Djibouti,DJI,590398,606844,615054,618495,622366,630388,643654,660863,680463,699975,717584,733015,746942,759641,771603,783254,794563,805451,816358,827823,840198,853674,868136,883293,898696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744,0,0,0,0.8948,0.8891,0.8934,0.9057,0.9176,0.9578,0.9942,1.0173,1.0224,1.0515,1.0813,1.1061,1.1394,1.1661,1.1594,1.1688,1.1596,1.2144,1.2558,1.2249,1.2836,1.2426,1.297,1.3934,1.5143
Dominica,DMA,70419,70374,70544,70831,71043,71098,70936,70599,70185,69835,69650,69661,69837,70100,70382,70589,70718,70795,70827,70851,70878,70916,70965,71016,71085,4321,4530,4716,4912,5003,5259,5534,5780,6102,6243,6549,6687,6584,7106,7490,7751,8342,9101,9934,9889,10068,10250,10329,10439,11092,0.1732,0.1741,0.1721,0.1759,0.1786,0.189,0.1807,0.1886,0.1849,0.1886,0.2106,0.2183,0.2058,0.2214,0.2183,0.2223,0.218,0.2617,0.2374,0.2373,0.2448,0.235,0.2428,0.2399,0.2429
Denmark,DNK,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,18216,19044,19794,20198,21656,22661,23711,24926,25814,26654,28662,29450,30640,30786,32909,34150,37296,38969,41278,40340,43000,44403,44804,46727,47901,66.6723,77.2658,71.2017,73.8354,77.6614,74.4963,87.8829,78.3205,74.2522,70.8439,66.6328,67.7227,67.1045,72.6611,66.6301,62.8567,71.121,66.434,63.2441,60.7336,61.2864,56.1909,51.0317,52.8873,48.7741
Dominican Republic,DOM,7133494,7270409,7408342,7546463,7683707,7819247,7952763,8084407,8214426,8343283,8471321,8598601,8724975,8850317,8974444,9097257,9218686,9338861,9458075,9576737,9695121,9813210,9930911,10048224,10165178,3579,3665,4091,4414,4543,4817,5111,5569,5915,6259,6596,6804,7118,7051,7324,8153,9049,9853,10237,10283,11133,11581,11980,12635,13698,15.2134,16.1398,17.8326,17.8648,19.7602,20.7331,21.7982,23.5754,25.6113,26.0903,27.4524,27.5998,29.6161,27.0347,26.2906,27.9888,29.9516,30.9622,31.3613,31.1971,32.4482,32.6492,33.2175,33.1372,33.1073
Algeria,DZA,25758869,26400479,27028326,27635515,28213774,28757785,29266405,29742979,30192754,30623406,31042235,31451514,31855109,32264157,32692163,33149724,33641002,34166972,34730608,35333881,35977455,36661444,37383887,38140132,38923687,6683,6660,6773,6639,6582,6843,7128,7213,7552,7795,8162,8481,8983,9684,10237,11025,11381,11895,12211,12292,12656,13046,13480,13816,14317,90.7337,90.1712,90.3222,98.361,96.6891,98.7464,99.5933,103.2832,108.1765,113.6734,117.0715,114.7477,121.4828,126.4091,129.7047,134.5421,140.7133,148.6758,153.6934,163.8497,165.5905,171.7491,182.3343,187.5171,202.0871
Ecuador,ECU,10230934,10472475,10716129,10961466,11208001,11455204,11703174,11951452,12198449,12442115,12681123,12914667,13143465,13369678,13596388,13825847,14059384,14296557,14535739,14774424,15011117,15243883,15474102,15707474,15951838,4843,5101,5206,5313,5533,5652,5731,5956,6094,5773,5854,6110,6349,6531,7136,7619,8059,8317,8869,8842,9114,9884,10483,11028,11484,29.1162,30.188,31.7499,31.2494,32.6013,35.6661,38.8073,39.9591,39.764,35.6183,36.5542,39.2984,39.4834,39.2795,42.7854,44.0497,46.0564,46.3978,47.3034,50.0586,53.776,55.0579,56.2169,58.2986,60.6294
"Egypt, Arab Rep.",EGY,56134475,57424549,58666814,59880658,61095804,62334034,63601629,64892270,66200269,67515591,68831561,70152661,71485043,72826097,74172073,75523569,76873663,78232126,79636079,81134798,82761235,84529250,86422240,88404640,90424654,3827,3911,4091,4222,4394,4601,4821,5071,5307,5598,5972,6199,6328,6529,6852,7249,7840,8471,9091,9411,9814,9983,10173,10341,10601,123.3388,127.7573,131.8974,133.2189,127.7224,135.828,142.7845,152.1826,159.4946,168.1489,168.6119,182.2767,187.4435,195.6899,207.4449,227.5663,235.4893,251.1878,262.3536,265.7853,267.5967,274.99,288.3518,272.3785,272.685
Eritrea,ERI,2258653,2266358,2257596,2238626,2218430,2204222,2196464,2195179,2206432,2237405,2292416,2374722,2481058,2600973,2719803,2826659,2918205,2996536,3062779,3119920,3170435,3213972,0,0,0,0,0,1053,1233,1541,1629,1818,1997,2045,2046,1978,2122,2125,2010,2002,2038,2014,2043,1838,1889,1921,2103,0,0,0,,,6.0603,5.794,5.9156,6.0697,6.392,6.7026,6.5797,6.6075,6.6328,6.4999,6.4002,6.5035,6.4905,6.4621,6.3546,6.4824,6.3511,6.3004,6.3149,6.4977,6.6207,6.6813,6.7554
Spain,ESP,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,13627,14410,14803,14920,15527,16218,16916,17869,19029,19907,21534,22911,24363,25056,26180,27702,30815,32597,33464,32391,31923,32068,31988,32604,33710,271.7052,278.7947,289.6307,276.4999,287.7991,300.575,293.2927,314.18,326.2477,350.1566,367.6934,369.3148,386.9475,394.0222,409.8726,423.7214,417.2805,431.8756,394.2674,354.8803,340.0375,339.7952,331.778,306.6777,305.8181
Estonia,EST,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,0,0,0,0,0,6284,6826,7842,8366,8368,9421,10303,11591,13065,14419,16516,19258,21964,22664,20502,21582,24543,26022,27496,28964,42.9105,38.9451,29.7394,23.7073,22.5782,20.6316,21.4405,21.0155,20.4154,19.3595,18.9324,19.367,18.9978,21.0148,21.1585,21.3849,20.1564,24.0275,22.4434,19.1331,23.0397,22.1454,20.9141,23.3256,22.0363
Ethiopia,ETH,47887865,49609969,51423585,53295566,55180998,57047908,58883530,60697443,62507724,64343013,66224804,68159423,70142091,72170584,74239505,76346311,78489206,80674348,82916235,85233913,87639964,90139927,92726971,95385785,98094253,425,394,355,396,404,423,469,477,453,469,494,532,533,516,585,656,728,811,891,951,1053,1162,1250,1368,1494,65.9973,66.4521,67.2177,61.9145,63.193,63.8906,66.9026,69.1506,74.8299,74.7212,72.3958,76.273,85.5334,83.8519,85.8107,89.3843,93.553,102.6523,106.6497,110.8278,115.2936,114.739,119.3196,123.3709,129.2132
Finland,FIN,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,18149,17557,17263,17458,18453,19558,20058,21779,23559,24769,26753,27771,28567,28985,31118,31993,34363,37703,39969,37830,38737,40684,40620,41294,41470,73.6873,73.8074,70.9224,72.0966,78.7351,74.8229,80.9897,78.676,74.9644,73.9017,72.1335,77.4257,79.3083,87.0648,82.3253,69.7273,81.0394,79.1086,70.7962,67.6646,76.1792,68.4663,62.7742,63.5322,59.5276
Fiji,FJI,728573,735401,744469,754963,765609,775425,784386,792736,800157,806303,811006,813925,815257,816076,817860,821604,827870,836190,845361,853637,859818,863449,865069,865608,866453,3823,3810,4084,4211,4457,4605,4859,4783,4854,5317,5312,5517,5775,5935,6403,6619,6893,6948,7079,6966,7203,7520,7758,8263,8882,1.7324,1.6029,1.6833,1.7521,1.7947,1.8594,1.9118,1.8896,1.8416,1.8206,1.8578,2.1119,1.9348,2.033,2.3889,2.1152,2.2254,2.1866,1.9393,1.8103,2.2373,2.1186,2.0989,2.1994,2.2227
France,FRA,58235697,58559311,58851217,59106768,59327192,59541899,59753100,59964851,60186288,60496718,60912500,61357430,61805267,62244886,62704895,63179351,63621381,64016225,64374984,64707040,65027507,65342780,65659809,65998687,66316100,17624,18309,18932,19175,19972,20745,21331,22241,23359,24307,26094,27502,28524,28141,29034,30499,32435,34088,35095,34685,35900,37441,37679,39524,40142,492.7267,518.8808,502.1944,482.8606,479.5558,488.658,504.0465,493.567,511.6289,504.751,498.7294,501.8357,493.8339,498.0763,498.5618,498.1051,488.8187,481.5453,475.9008,456.456,462.6836,432.7552,435.6084,440.8485,413.1144
"Micronesia, Fed. Sts.",FSM,96301,98770,101389,103915,106030,107529,108321,108480,108208,107781,107402,107173,107030,106901,106625,106129,105371,104444,103543,102975,102911,103450,104506,105926,107446,1766,1913,1982,2141,2132,2298,2251,2147,2241,2314,2483,2587,2647,2752,2745,2902,3008,3055,3071,3149,3252,3414,3375,3258,3202,,,0.1083,0.108,0.1114,0.1613,0.1616,0.1655,0.1724,0.1652,0.1799,0.2249,0.1994,0.1997,0.1996,0.1778,0.1781,0.1971,0.1757,0.2201,0.1727,0.1813,0.1964,0.2047,0.1803
Gabon,GAB,949488,975783,1002579,1029778,1057255,1084946,1112955,1141338,1170061,1199052,1228360,1258003,1288315,1319953,1353795,1390549,1430152,1472575,1518540,1568928,1624140,1684635,1749682,1817071,1883800,12691,13547,13068,13539,13969,14589,15007,15740,16067,14484,14182,14454,14301,14537,14656,15107,14708,15550,14864,14515,15190,16011,16537,17116,17548,6.6554,6.9009,7.1885,7.312,7.0675,7.2441,7.0445,6.9078,6.7285,6.3352,5.8765,5.7674,5.568,5.65,5.7575,5.9104,5.3582,5.4161,5.4508,5.5633,6.14,7.0512,7.3869,7.344,7.2586
United Kingdom,GBR,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,16698,17023,17429,18249,19312,20435,21760,22959,23515,24210,26255,27512,28882,30126,31788,32492,34554,35408,36427,34769,36013,36820,37911,39505,40867,737.7344,745.6428,721.3853,702.7208,692.3,674.5566,690.0033,660.5242,657.3484,648.5991,648.3754,656.1518,635.5173,643.619,640.3039,634.5543,634.8797,620.9046,605.2281,554.5052,571.7307,533.3438,557.5926,546.2641,506.1109
Georgia,GEO,4802000,4835900,4873500,4911100,4836076,4657722,4491699,4349913,4243607,4157192,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,5181,4197,2347,1685,1566,1704,2000,2322,2482,2644,2807,3053,3301,3759,4109,4673,5298,6157,6448,6316,6839,7546,8240,8694,9264,48.0278,38.5032,31.4264,25.5361,18.1399,14.4429,13.0313,12.6004,12.4341,12.4071,13.1158,11.6809,10.9371,10.9617,11.0619,11.7051,12.0977,12.7628,11.85,12.6749,12.3058,13.8853,14.7281,15.1286,16.3822
Ghana,GHA,14773277,15207367,15653336,16106765,16561674,17014057,17462496,17908985,18357156,18812359,19278856,19756928,20246381,20750299,21272323,21814642,22379055,22963946,23563825,24170940,24779619,25387710,25996449,26607642,27224472,1233,1304,1346,1404,1441,1491,1547,1599,1652,1707,1766,1831,1897,1983,2098,2234,2387,2493,2703,2784,2964,3369,3665,3910,4006,12.4027,12.5031,13.0577,13.3402,13.7684,14.1717,14.6656,15.1213,18.135,17.6839,18.1403,19.206,19.964,20.7762,18.953,22.1928,23.1669,22.9547,22.6954,23.8792,25.4236,27.519,29.1166,30.8917,30.2599
Guinea,GIN,6352283,6534939,6716038,6897166,7081116,7269625,7463782,7662075,7860781,8054743,8240730,8417081,8586074,8753093,8925743,9109581,9307425,9518162,9738792,9964469,10192176,10420471,10652029,10892810,11150977,871,899,923,967,1000,1040,1078,1124,1148,1180,1208,1253,1312,1328,1368,1424,1453,1558,1617,1575,1632,1721,1818,1880,1941,7.5107,7.8168,8.141,8.4901,9.0147,9.4157,9.6006,9.8293,10.7361,10.4702,11.0554,11.2261,12.5542,12.1169,12.5029,12.9733,13.4348,13.3382,14.8425,14.7574,15.2549,15.3509,16.3306,16.4436,16.0351
"Gambia, The",GMB,955593,992673,1027475,1060862,1094212,1128575,1164091,1200526,1238125,1277133,1317703,1360074,1404261,1449925,1496527,1543741,1591445,1639848,1689285,1740279,1793196,1848147,1905011,1963711,2024042,938,962,983,1004,996,994,1004,1038,1054,1103,1153,1208,1149,1212,1291,1278,1292,1334,1396,1453,1520,1441,1504,1556,1524,3.7253,3.8737,3.9794,4.0936,4.2409,4.3854,4.5185,4.5959,4.7762,4.8859,5.0749,5.2314,5.3617,5.5516,5.8099,5.9338,6.1611,6.2786,6.5483,6.9199,7.1637,7.0464,7.2101,7.4069,7.6859
Guinea-Bissau,GNB,975261,997522,1020350,1043423,1066346,1088854,1110833,1132510,1154371,1177131,1201301,1227106,1254453,1283305,1313492,1344930,1377581,1411543,1446936,1483921,1522599,1562989,1604979,1648257,1692439,1060,1126,1138,1164,1200,1253,1395,1483,1058,1063,1123,1148,1129,1131,1166,1224,1260,1304,1338,1359,1402,1507,1470,1504,1507,1.2297,1.2423,1.2751,1.2979,1.3183,1.3447,1.363,1.3484,1.3148,1.4406,1.4026,1.5027,1.5169,1.5965,1.4673,1.432,1.6731,1.5966,1.6392,1.6866,1.8409,1.8658,2.0272,1.9723,2.0245
Equatorial Guinea,GNQ,419188,432853,447266,462637,479098,496768,515853,536460,558492,581770,606181,631666,658384,686664,716949,749535,784496,821687,860840,901599,943639,986853,1031191,1076413,1122276,660,654,873,959,1104,1277,2086,5100,6132,7504,8704,13946,16237,18070,24526,28242,29942,33841,38791,37821,33295,34622,36576,34181,33543,0.1654,0.2825,0.3373,1.2488,1.2229,1.3584,3.0585,4.5116,5.6095,7.2197,8.5259,10.4919,12.6546,16.2762,18.6908,19.5562,20.1669,20.0663,19.8013,20.4282,20.2893,20.3445,20.728,20.5142,20.5799
Greece,GRC,10196792,10319927,10399061,10460415,10512922,10562153,10608800,10661259,10720509,10761698,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,13291,13997,14307,14327,14851,15409,16129,17154,18034,18465,19519,20964,22616,23870,25437,25578,28520,29292,30856,30365,28148,26141,25284,26098,26838,96.2069,95.9054,97.7708,98.6833,100.9206,104.7927,105.1597,106.2303,109.6191,109.4327,117.2965,118.3838,117.6971,121.0948,120.2849,121.3044,119.6097,123.1803,117.3116,110.735,103.3464,100.9196,94.5859,87.4638,84.1137
Grenada,GRD,96331,96460,97165,98230,99352,100288,101001,101567,102021,102432,102833,103249,103634,104005,104347,104661,104933,105190,105456,105789,106233,106796,107446,108170,108902,4697,4916,4950,4914,5046,5212,5504,5847,6579,7105,7590,7568,7923,8802,8951,10424,10284,11179,11476,10765,10789,11040,11055,11436,12424,1.5642,1.5786,1.5968,1.6114,1.6445,1.6628,1.6783,1.7049,1.7241,1.7547,1.7624,1.7755,1.7961,1.8167,1.815,1.8353,1.8605,1.8781,1.9033,1.9136,1.9305,1.9325,1.9601,2.0022,1.9491
Guatemala,GTM,9263813,9483270,9708544,9938692,10172297,10408489,10646674,10887634,11133501,11387203,11650743,11924946,12208848,12500478,12796925,13096028,13397021,13700327,14006428,14316263,14630417,14948803,15270778,15595821,15923243,3310,3465,3629,3772,3916,4100,4203,4363,4530,4666,4831,4936,5087,5188,5369,5586,5928,6328,6517,6458,6577,6845,7032,7265,7553,11.4134,11.7391,12.8633,13.4713,13.7044,14.6883,14.6578,15.2852,17.1218,17.5361,18.9798,19.6258,20.3985,20.5084,21.652,22.45,22.6641,23.837,22.7077,23.821,23.9876,24.4858,24.8124,26.6483,30.858
Guyana,GUY,743309,744474,748602,754144,758896,761291,760795,757970,753778,749674,746715,745206,744789,745143,745737,746163,746343,746474,746817,747718,749436,752028,755399,759285,763380,1866,2043,2239,2461,2711,2898,3188,3456,3455,3629,3674,3848,3955,4001,4170,4213,4562,5013,5209,5429,5706,6107,6523,6934,7298,2.4458,2.6488,2.6237,2.7288,3.0441,3.323,3.3812,3.5102,3.4934,3.6113,3.3125,3.3432,3.2463,3.3706,3.4157,3.0874,2.9184,3.2264,3.3666,3.3532,3.5795,3.6521,3.9408,4.0547,4.4776
Honduras,HND,4955303,5098591,5244678,5394412,5548960,5709014,5874809,6045699,6220406,6397151,6574509,6751912,6929265,7106319,7282953,7458985,7634298,7808518,7980955,8150775,8317470,8480671,8640691,8798521,8955589,2082,2022,2133,2260,2249,2370,2389,2470,2515,2463,2628,2687,2759,2865,3050,3256,3493,3724,3871,3727,3833,3984,4150,4263,4398,10.4836,10.6135,10.9362,10.8214,11.46,12.2882,12.3593,12.7172,13.3345,13.2167,13.9117,14.8159,15.1714,16.7846,17.8829,18.381,17.8381,19.7413,19.4229,19.3507,19.3148,20.6585,20.8196,21.111,21.4748
Croatia,HRV,4777368,4689022,4575818,4600463,4652024,4620030,4557097,4534920,4532135,4512597,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,0,0,0,0,0,7951,8673,9451,9772,9838,10653,11669,12673,13543,14510,15291,17414,19335,20837,20035,19781,20759,21157,21807,22077,29.6373,23.4093,22.0438,22.1196,21.1611,21.4351,21.3089,23.3838,24.4254,24.4456,23.9697,25.1778,26.6315,28.1128,27.9921,28.0231,28.6669,30.0012,29.1491,26.742,25.8023,25.7075,23.9505,23.4257,22.6856
Haiti,HTI,7037917,7178607,7319493,7460689,7602320,7744503,7887304,8030726,8174680,8319057,8463806,8608819,8754150,8900104,9047077,9195288,9344785,9495328,9646580,9798046,9949322,10100320,10250930,10400673,10549008,1372,1416,1345,1278,1128,1242,1293,1327,1347,1379,1398,1390,1385,1393,1357,1402,1453,1518,1536,1571,1479,1569,1621,1695,1750,4.6707,4.8668,5.217,4.8613,4.3472,5.1065,5.3446,5.8074,5.9469,6.0659,6.4904,6.7729,7.0516,7.0249,7.3064,7.4599,7.5162,7.8933,7.9287,7.9264,7.8357,7.9388,7.8959,8.0637,8.6718
Hungary,HUN,10373988,10373400,10369341,10357523,10343355,10328965,10311238,10290486,10266570,10237530,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082,9866468,0,8311,8243,8400,8844,9177,9341,9822,10412,10895,11878,13231,14550,15468,16246,17082,18298,19030,20679,20652,21535,22841,23094,24464,25518,88.2158,84.3182,75.6074,75.3241,74.0855,72.971,74.8184,73.4569,73.8563,74.8632,71.7403,73.8355,72.8356,75.3828,74.2476,73.454,72.661,70.4317,69.5458,63.3124,63.1163,61.3492,57.8077,56.9204,56.7553
Indonesia,IDN,181413402,184591903,187739786,190851175,193917462,196934260,199901228,202826446,205724592,208615169,211513823,214427417,217357793,220309469,223285676,226289470,229318262,232374245,235469762,238620563,241834215,245116206,248452413,251806402,255129004,3002,3261,3492,3745,4049,4405,4764,5001,4331,4367,4621,4827,5055,5323,5665,6092,6534,7041,7510,7813,8285,8859,9445,10010,10570,380.2543,396.2977,414.6292,429.544,444.7026,478.7409,494.8388,515.0563,523.5184,543.1654,538.88,559.0935,567.7198,597.3829,606.2415,609.543,632.3294,651.765,655.534,681.2795,695.4181,714.8734,734.9148,744.6847,789.4752
India,IND,873277798,891273209,909307016,927403860,945601831,963922588,982365243,1000900030,1019483581,1038058156,1056575549,1075000085,1093317189,1111523144,1129623456,1147609927,1165486291,1183209472,1200669765,1217726215,1234281170,1250288729,1265782790,1280846129,1295604184,1237,1266,1339,1407,1504,1620,1741,1809,1907,2068,2157,2271,2354,2544,2774,3039,3332,3628,3757,4026,4360,4625,4910,5252,5683,1188.8433,1244.3583,1276.4516,1310.1311,1357.7079,1421.6693,1475.7352,1532.4918,1563.0584,1639.6739,1679.4802,1711.2335,1741.99,1786.5244,1883.2593,1970.257,2068.2189,2208.8707,2309.6455,2488.6843,2592.8056,2699.879,2833.2703,2909.0566,3079.8127
Ireland,IRL,3513974,3534235,3558430,3576261,3590386,3608841,3637510,3674171,3712696,3754786,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,13738,14394,15111,15806,17006,18938,20479,22626,25059,26995,30178,32546,35212,36238,38669,40438,44205,46760,44284,41622,43295,44855,46257,47897,51068,53.6667,54.4391,54.7246,55.3303,56.7896,57.5501,58.7803,60.2654,63.6082,65.425,66.9182,69.2439,68.5893,68.0673,69.2327,70.6466,71.1437,69.5642,69.2612,64.073,62.7663,58.5973,59.766,59.2123,58.7061
Iraq,IRQ,17419113,17889459,18402734,18955085,19539340,20149338,20783073,21439574,22114324,22802064,23497585,24208180,24931919,25644499,26313838,26922284,27448124,27911248,28385746,28973162,29741976,30725300,31890011,33157050,34411951,7498,2714,3578,4633,4767,4820,5283,6315,8350,9659,9718,9862,9056,5999,9256,9739,10841,11098,12040,12288,12885,13694,15321,16134,15950,155.784,124.0568,134.3421,146.1816,146.0661,130.9525,147.5137,180.7405,161.8875,160.3273,185.521,191.8928,179.2054,165.4502,164.4992,173.3779,173.8859,172.1569,185.9616,213.4824,231.3188,246.5791,270.1728,284.5679,294.8999
Iceland,ISL,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,21984,22416,21876,22459,23562,23953,24784,26910,28688,29523,29711,31775,32524,32619,35608,37233,39094,41160,43318,41905,39577,40767,41926,44158,45715,3.0753,2.9664,2.913,2.8854,2.9242,2.7536,3.0674,2.9835,3.014,2.9987,3.1221,3.008,3.0753,3.0472,3.111,3.0764,3.1535,3.2251,3.0474,2.9703,2.8488,2.7793,2.704,2.8594,2.9132
Israel,ISR,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,15149,15886,16914,17555,18769,19890,20729,21402,22039,22566,24912,24902,25208,23792,25199,24811,25670,27455,27415,27499,28830,30569,31725,34178,34263,42.2885,43.5072,46.4015,50.5993,54.0221,58.162,60.7716,63.4742,64.7422,66.609,71.1009,71.9042,74.9419,76.7877,76.9542,74.901,78.713,81.5236,82.0864,81.8709,87.1855,87.3215,94.583,89.5907,87.4817
Italy,ITA,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,18547,19456,20052,20340,21216,22286,22968,23819,24947,25532,27027,27933,28642,29081,29447,30052,32332,33996,35403,34514,35008,36347,36237,36131,36071,491.0188,489.2065,486.9565,479.615,474.8034,497.6824,496.2418,500.2063,512.8427,521.0285,525.6145,521.9916,531.8453,549.703,560.6943,558.1968,552.5355,542.7224,525.4715,473.7434,479.11,470.575,451.3357,421.374,403.1072
Jamaica,JAM,2419906,2439334,2461049,2484581,2509043,2533711,2558637,2583916,2608873,2632675,2654701,2674702,2692845,2709437,2725015,2740003,2754407,2768227,2781876,2795837,2810460,2825929,2842132,2858709,2875136,4738,5094,5265,5842,5990,6198,6243,6217,6082,6178,6318,6495,6684,7015,7257,7509,7919,8207,8258,7920,7854,8112,8170,8307,8474,8.886,8.8969,9.6873,9.8819,9.9207,10.2394,10.5996,10.804,11.3133,11.6005,11.6885,11.773,11.967,12.3678,12.4005,12.4377,13.6309,13.5567,11.6232,9.4616,8.931,9.3726,8.9906,9.501,9.391
Jordan,JOR,3565890,3760496,3977672,4201555,4410359,4588843,4732854,4848541,4943975,5031762,5122493,5217336,5317506,5434030,5580244,5765635,5991540,6255280,6556478,6893260,7261539,7663131,8090872,8520420,8920049,4079,4071,4671,4737,4839,5042,5082,5213,5325,5488,5746,6069,6398,6643,7212,7784,8342,8875,9257,9357,9194,9124,9041,8983,9014,17.3556,17.4911,20.1226,20.6142,21.5161,22.1704,21.723,21.3085,20.5886,19.6759,19.4766,19.6284,21.3459,21.0192,22.9575,24.4771,24.9454,26.3792,26.0151,26.502,26.2536,26.9843,30.5223,30.4223,32.403
Japan,JPN,123537000,123921000,124229000,124536000,124961000,125439000,125757000,126057000,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,19561,20849,21452,21792,22402,23410,24515,25146,25074,25326,26839,27473,28160,28925,30348,31663,33090,34502,34799,33199,34987,35775,37191,38974,39179,1171.0379,1178.6127,1191.2018,1185.3836,1238.916,1252.05,1266.5546,1259.3129,1224.8234,1264.8534,1280.8974,1266.2313,1300.4157,1304.2892,1298.7532,1303.4118,1287.6752,1330.2389,1241.1571,1175.9135,1225.8449,1281.1109,1328.2911,1353.6294,1314.59
Kazakhstan,KAZ,16348000,16450500,16439095,16330419,16095199,15815626,15577894,15333703,15071300,14928426,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092822,16321872,16557201,16792089,17035550,17288285,8469,7744,7505,7023,6361,6067,6304,6625,6687,7033,7919,9201,10262,11386,12726,14268,16102,17801,18519,18393,19685,21277,22408,23824,24924,332.89,336.8705,333.7306,291.6447,263.6205,231.3289,203.9329,176.4538,175.6036,161.0385,156.1106,154.9383,171.9104,182.2595,199.6912,213.3169,233.9984,241.441,287.4499,260.4292,283.4199,300.6789,299.8313,313.7248,291.6327
Kenya,KEN,23724579,24521703,25326078,26136216,26950513,27768296,28589451,29415659,30250488,31098757,31964557,32848564,33751739,34678779,35635271,36624895,37649033,38705932,39791981,40901792,42030676,43178257,44343410,45519889,46699981,1524,1546,1519,1512,1537,1590,1638,1627,1653,1668,1669,1723,1713,1747,1835,1950,2081,2221,2208,2236,2386,2516,2611,2740,2867,36.067,34.8812,34.8594,34.6108,34.8314,35.1548,34.5067,34.1576,35.3188,37.0977,35.9711,35.5406,36.3356,37.4073,39.6274,40.7897,40.4186,55.5977,56.713,56.9688,58.365,60.2467,59.4649,60.1371,60.5299
Kyrgyz Republic,KGZ,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,2255,2113,1840,1592,1300,1243,1335,1471,1496,1550,1651,1760,1771,1911,2075,2112,2219,2450,2682,2747,2733,2921,2922,3232,3357,32.1268,29.1377,21.3255,16.9011,12.4853,9.401,10.3432,10.0984,10.4835,9.218,9.099,8.4426,9.3715,10.1779,10.1306,9.9738,10.0834,11.3445,12.5118,12.0553,11.7351,13.1669,15.7694,15.4959,15.1682
