Country Name, Country Code, p1990, p1991, p1992, p1993, p1994, p1995, p1996, p1997, p1998, p1999, p2000, p2001, p2002, p2003, p2004, p2005, p2006, p2007, p2008, p2009, p2010, p2011, p2012, p2013, p2014, g1990, g1991, g1992, g1993, g1994, g1995, g1996, g1997, g1998, g1999, g2000, g2001, g2002, g2003, g2004, g2005, g2006, g2007, g2008, g2009, g2010, g2011, g2012, g2013, g2014, ghg1990, ghg1991,ghg1992,ghg1993,ghg1994,ghg1995,ghg1996,ghg1997,ghg1998,ghg1999,ghg2000,ghg2001,ghg2002,ghg2003,ghg2004,ghg2005,ghg2006,ghg2007,ghg2008,ghg2009,ghg2010,ghg2011,ghg2012,ghg2013,ghg2014 
Burundi,BDI,5438957,5564926,5685565,5798053,5898967,5987043,6060111,6122130,6185562,6267124,6378871,6525545,6704113,6909154,7131693,7364862,7607849,7862214,8126102,8397668,8675602,8958406,9245988,9540289,9844297,666.703901190964,707.309262409182,715.229729629419,673.169227474788,649.899628819986,601.987470505951,557.16935034664,552.115043199789,578.852301829151,573.714054857912,571.326312290227,582.46781690546,601.529755782136,587.242509949983,612.47443783263,617.061944454382,648.748987058181,666.875594941372,689.748643287301,698.17355330756,718.714469129813,739.219254973908,762.422479525263,788.893782672753,812.030043569424,2.2159,2.3007,2.3398,2.3666,2.3097,2.3893,2.3503,2.3557,2.2444,2.2379,2.2397,2.156,2.0378,1.9553,1.994,1.9533,2.0776,2.1401,2.2713,2.3736,2.5638,2.7468,2.9072,3.0429,3.3016
Belgium,BEL,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,18758.9975494983,19675.6326021437,20349.3265781895,20550.6398938053,21600.1252066659,22531.7169349596,22891.1030954177,23927.5056427506,24563.9750111524,25642.2616549851,27988.4736100195,28958.4931661401,30482.7846512136,31056.4297700342,32237.9654121564,33332.3313498604,35386.2435378267,36872.6347191659,38133.5014644659,38008.8318042255,40051.9559032756,41284.1510136804,42435.9092509865,43611.072914714,44604.5110502539,129.4493,134.4432,133.0524,130.8931,136.216,136.0763,141.058,137.7708,139.6673,136.4637,136.3495,136.5888,129.8198,133.7008,132.1099,128.2769,125.2302,121.3933,124.1466,116.342,125.18,113.9778,112.0333,113.4088,107.5032
Benin,BEN,4978496,5149499,5331803,5521763,5714220,5905558,6094259,6281639,6470265,6664098,6865951,7076733,7295394,7520555,7750004,7982225,8216897,8454793,8696921,8944708,9199259,9460830,9729248,10004588,10286842,949.168690924439,988.771014586505,1005.6146051391,1052.03860879483,1059.29204604521,1109.72406045534,1142.40629406797,1192.09566511527,1216.72738665118,1262.40524394434,1326.08981386947,1384.89728189515,1428.01789684515,1459.58466159283,1518.93258991052,1546.70844059608,1609.10467378436,1701.97113643735,1769.25243461697,1773.72977079744,1781.56331734831,1820.8893040888,1891.53038798579,2006.32788137536,2114.48031526958,5.0074,4.9879,5.0614,5.1487,5.3578,5.221,5.9461,6.2646,6.5097,6.4701,6.9613,7.0806,8.1615,7.9807,7.9902,9.2864,9.8075,10.5927,10.3598,10.8381,11.1117,11.3931,11.5466,12.1686,12.7148
Burkina Faso,BFA,8811034,9050084,9297113,9552476,9816588,10089878,10372745,10665546,10968724,11282701,11607942,11944587,12293100,12654621,13030569,13421930,13829176,14252021,14689725,15141098,15605217,16081911,16571246,17072775,17586017,547.915171412028,601.501545223378,600.25641217333,618.752404834519,623.049102260358,654.261620689793,719.456366755637,756.732185099722,798.474269320547,845.76684931234,855.7447616175,906.07279057716,933.240365679876,995.464240882399,1037.23164397218,1128.29564794346,1198.75692551169,1261.9829023494,1339.24552299819,1348.00597328637,1394.25310032017,1472.71584137964,1550.63068365825,1620.2053687123,1672.0234371632,11.0379,11.4474,11.8309,12.1728,12.6086,13.055,13.4884,14.2619,14.6295,15.1964,14.6944,14.5524,15.1997,18.1673,18.4155,19.0406,18.9301,19.5479,20.2584,20.8081,21.5909,21.9422,22.2495,23.5054,23.5008
Bangladesh,BGD,103171956,105599127,107983704,110350639,112737683,115169930,117649932,120160564,122682815,125189651,127657854,130088702,132478086,134791603,136986432,139035505,140921167,142660376,144304167,145924797,147575430,149273778,151007807,152764676,154520167,860.210510026127,899.142123466813,948.27214688226,994.67373272117,1033.08694927246,1085.34990427125,1130.86005914757,1176.89572594069,1226.02089267026,1275.73823400198,1346.74320451837,1419.13778161534,1469.84576124928,1541.18592297321,1638.91616498592,1773.8885878377,1923.4175729538,2088.72093532393,2231.68946442953,2335.91871657039,2466.90294875237,2650.72993332452,2844.70256475036,3033.40463211438,3240.88562338782,84.934,85.1494,86.987,88.228,90.6004,95.6969,96.5136,98.8883,99.0591,103.2217,106.0589,111.2392,114.4974,115.7754,117.4141,121.6696,126.723,129.5514,139.8082,144.2122,152.4967,158.1435,162.1276,164.5165,167.7068
Bulgaria,BGR,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7493.20689876246,7162.97400081037,6866.76555820671,6980.86991179796,7284.25536081943,7683.85368541215,6779.30803153646,5696.76527716269,6141.21257729053,5767.16792589208,6377.83747429957,6908.95605518324,7726.40097711078,8343.13885383018,9122.84955375309,10211.2798788526,11313.5508143539,12800.8166750994,14328.9898581008,14146.1068964246,14934.132741045,15676.1333354642,16208.2204291165,16571.028761691,17534.3032559292,99.3425,79.2568,74.1911,72.8513,69.6499,69.3575,69.6223,67.0836,64.3429,58.2163,57.2534,59.9948,57.7467,62.0951,61.2824,61.6913,62.6915,66.5173,64.4357,57.6064,59.2337,64.6284,59.3692,54.8586,57.8046
Bahrain,BHR,495931,509760,523086,536210,549583,563697,578666,594931,613700,636541,664611,697545,735146,778708,829844,889164,958418,1035919,1114641,1185076,1240860,1278151,1299943,1315029,1336075,22785.9374726591,25491.0801921058,27107.5763309839,30554.6334137363,30371.6088298346,31420.1692376087,32448.8186205046,33098.9740225593,34002.0913342107,34685.2795184034,35763.0065362621,35689.3095401192,35642.7812252909,36338.4014709418,37461.7398849633,38491.8748030166,39171.0385888276,40299.9790468257,40566.8346762678,39423.0816939165,39740.461091425,40168.2907691653,41754.6896622274,44274.9670633247,46333.3989015602,13.5272,13.2061,15.2231,16.0953,16.4842,16.7173,17.4271,17.7377,18.921,18.9232,19.4104,19.9951,21.0231,21.7231,21.8091,24.6925,26.618,27.1198,28.9698,29.026,30.4308,30.5806,31.2078,33.4831,35.0448
"Bahamas, The",BHS,256223,261008,266029,271069,275846,280184,283978,287358,290597,294062,298051,302618,307660,313129,318894,324859,331033,337389,343681,349604,354942,359577,363584,367168,370633,20120.3484583069,19565.5369594599,18882.6202585485,19028.9914120417,19700.1622688561,20668.9077358671,21643.2303619571,22206.1709481936,23253.1427982417,24976.2782047754,26238.1844635855,27102.4547934282,27812.3591441751,27482.0559134905,27956.3822865239,29258.7016153484,30326.4527288721,30996.4287999538,30299.9254830142,28760.5128587163,29099.0572098722,29503.7080684624,30656.0767543286,30762.7939391795,31005.8010980643,2.1263,1.96,1.9709,1.8813,1.8719,1.8732,1.8715,1.5683,1.8977,1.8888,1.8827,1.7869,1.7968,1.7427,1.9716,1.9836,1.9123,1.9457,1.7671,1.9077,1.9252,2.1556,2.2552,3.1042,2.7145
Belarus,BLR,10189000,10194000,10216000,10239000,10227000,10194000,10160000,10117000,10069000,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9506765,9490583,9473172,9464495,9465997,9474511,5429.32105495204,5542.85252935455,5113.89229534465,4826.32463588673,4357.75395693437,3999.32412736798,4200.59488311966,4780.38712089889,5265.24390800183,5546.14509672369,6027.32518556579,6483.76108187186,6962.79822752408,7644.92770596435,8809.52694487048,10005.9372508617,11409.2555972706,12781.8090929713,14409.2218838988,14580.5808004617,15927.8747037977,17166.6956434719,17807.4177410243,18298.8470649613,18949.8824399732,136.5524,131.5433,117.0869,104.3462,91.5598,83.4931,84.0954,84.6086,82.7694,80.499,77.896,76.8312,76.6572,77.8948,81.5603,83.0652,86.3074,85.1507,88.9667,87.2584,91.5163,89.2079,90.4112,90.4979,89.5802
Belize,BLZ,187552,191128,194324,197622,201680,206963,213664,221580,230244,238988,247315,255063,262378,269425,276504,283800,291329,299025,306823,314655,322464,330237,338000,345715,353366,3319.80133691514,3753.94710745933,4231.75558180258,4527.05028058972,4537.86109958967,4543.83446087978,4545.93016592948,4617.17577455081,4661.52872520049,4955.77038033457,5533.40054248332,5758.00203810436,5977.1270009534,6481.93253066697,6787.49907763729,6994.78996931729,7341.86401425307,7426.25953046321,7616.53275852816,7533.77078808382,7688.61787051334,7830.22586722299,8026.17277805109,8052.7944579114,8323.89335759415,5.4621,5.6398,5.7951,5.935,6.0669,6.1775,6.2724,6.5206,6.6769,6.8294,7.0324,7.2635,7.4893,7.7339,7.7397,7.9614,8.1817,8.4337,8.5933,8.9853,9.1103,9.3827,9.4379,9.6811,9.8017
