Country Name, Country Code, p1990, p1991, p1992, p1993, p1994, p1995, p1996, p1997, p1998, p1999, p2000, p2001, p2002, p2003, p2004, p2005, p2006, p2007, p2008, p2009, p2010, p2011, p2012, p2013, p2014, g1990, g1991, g1992, g1993, g1994, g1995, g1996, g1997, g1998, g1999, g2000, g2001, g2002, g2003, g2004, g2005, g2006, g2007, g2008, g2009, g2010, g2011, g2012, g2013, g2014, ghg1990, ghg1991,ghg1992,ghg1993,ghg1994,ghg1995,ghg1996,ghg1997,ghg1998,ghg1999,ghg2000,ghg2001,ghg2002,ghg2003,ghg2004,ghg2005,ghg2006,ghg2007,ghg2008,ghg2009,ghg2010,ghg2011,ghg2012,ghg2013,ghg2014 
Bolivia,BOL,6864842,7011453,7160920,7312850,7466793,7622338,7779267,7937458,8096761,8257066,8418264,8580235,8742814,8905823,9069039,9232306,9395446,9558439,9721454,9884781,10048590,10212954,10377676,10542376,10706517,2402.71272383661,2560.10965261555,2606.01116783557,2723.85829792023,2851.83350239604,2985.64993654904,3108.9104380538,3253.04750861447,3387.13091949151,3383.70959608299,3478.20247067836,3546.11606277465,3623.09176963451,3721.05593919113,3909.06503913716,4134.61651258349,4386.56545489644,4629.68279758844,4925.9196697829,5045.33127268835,5228.11532912655,5524.71779777384,5825.13998452263,6231.29634499904,6593.2329821835,20.8505,21.418,23.0638,24.5963,26.4354,26.3757,26.2347,26.7071,27.8921,28.0406,28.1764,26.9653,28.7941,30.4813,33.0611,34.5329,35.1963,36.6144,37.7286,38.9853,43.4382,43.2062,46.5951,47.1044,48.4667
Brazil,BRA,149003223,151648011,154259380,156849078,159432716,162019896,164614688,167209040,169785250,172318675,174790340,177196054,179537520,181809246,184006481,186127103,188167356,190130443,192030362,193886508,195713635,197514534,199287296,201035903,202763735,6710.96620931905,6919.98280289813,6925.38160831626,7297.68560733278,7723.90155936646,8102.67058305971,8300.24679138772,8594.56349911981,8588.3602503553,8624.43941934152,9073.97918111225,9274.24991710996,9581.99524035765,9747.94348397483,10460.5532508168,11004.9589424572,11659.3957007183,12568.2010540342,13332.1472057618,13288.4388133052,14320.3722812277,15061.9566296437,15506.5617123515,16111.4437445732,16358.3908596392,556.3648,574.5559,584.9415,594.5369,610.9471,636.3779,645.4109,672.6958,692.9023,705.3756,721.7813,744.2633,765.5213,777.6987,814.8983,827.5413,826.2242,854.5021,869.0668,856.2575,931.758,954.8245,994.5386,1017.8745,1051.0013
Barbados,BRB,260936,261905,262886,263874,264893,265955,267049,268187,269336,270451,271515,272500,273425,274329,275284,276323,277477,278700,279946,281104,282131,282987,283700,284296,284825,9164.71322349201,9070.20720146535,8596.74179116126,8874.59657234708,9370.9673361856,9722.05810919243,10250.5705569406,10875.2577108682,11360.352418755,11514.2611763394,12247.6741209083,12174.5916569723,12424.1115645136,12885.7149716871,13372.2444563335,14283.0062825093,15484.7176051269,16110.2066246965,16370.6172882289,15774.814894369,15942.746533594,16333.1991160155,16651.2935264519,16909.5183800771,17200.5386050508,2.8621,3.0207,2.8196,2.9771,2.6423,2.7507,2.7864,2.841,3.092,3.1698,3.1557,3.1891,3.1911,3.2398,3.2817,3.3342,3.3597,3.3611,3.6325,3.6348,3.5402,3.5703,3.5599,3.5448,3.3554
Bhutan,BTN,530804,534632,534516,532596,531897,534620,541465,551709,564377,577881,591021,603640,616018,627839,638815,648739,657410,664876,671613,678323,685503,693298,701583,710238,719056,1527.31800537684,1561.26853245371,1670.680163884,1750.52329780275,1878.89765191748,2043.53569935775,2168.99147287466,2281.79206103814,2389.08220218943,2555.91735006602,2732.09486781434,2957.91739696173,3260.19236628088,3507.93456767079,3749.24143090073,4078.03595424595,4430.00689455888,5304.21831488113,5608.40756711891,5967.75080811045,6674.86281963521,7269.3431327835,7692.58153675841,7897.85449414601,8405.26969561394,0.7296,0.7776,0.7762,0.7456,0.7768,0.8653,0.9003,0.995,0.9913,1.0186,0.9836,0.9484,0.9644,0.9399,0.8766,1.0191,0.997,1.0144,0.9902,0.9699,1.064,1.3072,1.3845,1.4949,1.5272
Botswana,BWA,1286756,1326322,1363554,1399110,1434059,1469174,1504730,1540425,1575824,1610264,1643334,1674678,1704642,1734398,1765527,1799078,1835908,1875459,1915639,1953498,1987105,2015402,2039551,2062536,2088614,5516.98274930734,5946.12968558387,6088.13827546302,6190.3822247993,6392.27241569936,6818.18080366058,7174.16372851834,7722.30007466195,7667.65979118232,8347.87433086944,8528.96912535793,8574.34376615127,9076.22839320395,9506.49246628163,9849.79699521299,10421.3719284365,11401.3475984634,12409.2978746614,13158.8487123986,12007.2323898495,12964.3514434681,13838.6028216807,14558.0664085955,16310.1028852827,17092.1222420147,12.5736,12.0664,12.3803,12.1081,12.3552,13.2577,14.8846,14.5522,14.2899,14.3649,14.2482,14.69,13.8788,9.3009,9.8016,10.3533,12.7628,10.9125,17.3116,11.5214,18.7874,22.2055,13.5452,12.9796,14.1803
Central African Republic,CAF,2806734,2878509,2959236,3046149,3135015,3222656,3308233,3392436,3475492,3558014,3640427,3722018,3802128,3881181,3959875,4038382,4118069,4198010,4273366,4337625,4386768,4418636,4436415,4447942,4464175,637.673007011812,639.247859973049,595.124008503112,593.826026439277,618.190362393133,658.195845800187,626.792728738065,654.729006660342,676.651414505121,694.63843343902,676.811041723269,706.698179903914,728.166256456519,687.364904820005,733.317734653318,748.194265804017,791.985623772569,834.531689386393,852.929806213582,919.408558925555,962.291972167769,1016.21855192248,1083.68992545175,703.492410361881,715.032744745509,35.9112,36.9387,37.7156,38.4872,39.3206,40.1712,40.6708,41.0952,43.2111,41.2591,44.3236,43.2168,41.486,47.7154,44.0617,46.5456,46.8487,47.941,49.6629,45.1868,47.9691,49.7608,46.4095,49.2281,48.5662
Canada,CAN,27691138,28037420,28371264,28684764,29000663,29302311,29610218,29905948,30155173,30401286,30685730,31020902,31360079,31644028,31940655,32243753,32571174,32889025,33247118,33628895,34004889,34339328,34714222,35082954,35437435,20173.9356465246,20160.7288519578,20557.4633562187,21367.203268229,22555.697443187,23401.8746824753,23962.4994488813,25167.5197132665,26220.2662066619,27745.8065524148,29265.0844377454,30107.6569414056,30853.201316329,32225.0521212425,33796.9991962311,36211.0845984165,37999.0385951977,39439.8068856578,40275.9898957504,38797.3850494638,40012.3913979895,41569.449617197,42189.1961096712,44188.7317079989,45645.5642968788,560.0403,555.7398,570.5222,571.1014,590.996,606.7379,624.2119,640.2406,650.3115,658.8844,679.7555,672.6715,681.4384,702.3799,696.6948,708.3402,695.4153,731.7513,716.9919,685.1074,699.5197,713.3584,718.5661,738.3825,745.1087
Switzerland,CHE,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,27594.6320514102,27915.4715600099,28226.2267443858,28596.9528449681,29343.6315787123,29902.4899798191,30542.0818966431,31812.5156785999,32918.592079192,33814.0792910998,35754.5731603853,36778.0210933713,37718.3041278531,37713.3683722134,39169.9960315091,40572.2631753381,45106.4159314955,49746.3554026374,52584.7349460344,51769.0498916588,53067.6865897775,56183.8325850081,57849.5839884654,60108.5163468318,61902.1624060426,51.8598,54.151,53.9446,51.6167,50.7095,51.4356,52.0193,50.6415,52.1036,52.2647,51.3352,52.9722,51.2288,52.4122,52.8998,53.4351,53.0943,51.1546,52.6545,51.3786,52.9935,49.0215,50.4543,51.4899,47.705
Chile,CHL,13274623,13495258,13719819,13944937,14166340,14380866,14587370,14786220,14977733,15162800,15342353,15516113,15684409,15849652,16014971,16182721,16354504,16530195,16708258,16886186,17062536,17233576,17400347,17571507,17758959,4511.17005852604,4952.53850715378,5622.77735855376,6119.38016839995,6568.78082455401,7351.82880778263,8011.5711832202,8637.33074065478,8995.76512018912,8977.1174018074,9553.56662261844,9972.65102673782,10333.0636258187,10841.3238883432,11812.6350110434,12746.5833879323,15753.962990375,16941.8359830089,16501.8069214628,16159.6052340491,18161.8039224929,20342.5709204911,21507.7074027908,22439.2783559638,22786.6556024001,46.7818,45.7512,48.1094,49.4429,53.0041,56.4878,62.625,69.3735,70.0427,72.13,68.1943,66.5514,67.5924,68.8912,74.6799,75.8001,77.1741,85.1169,89.4577,86.3898,90.8737,97.5371,99.8293,103.6029,97.1524
China,CHN,1135185000,1150780000,1164970000,1178440000,1191835000,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,987.641178767675,1100.81427633426,1270.29699201684,1463.80174810231,1671.20091665622,1872.60665053918,2074.36167018945,2281.44384124424,2464.18635226044,2668.23022925253,2936.28774484522,3227.41943802262,3553.92379294414,3958.47197679311,4449.56191950101,5081.04904063873,5867.79687713136,6847.06962343725,7615.02953316464,8352.68993342959,9303.73369972087,10355.4957126354,11328.2817147723,12361.3979714839,13446.4023941713,3154.4563,3301.8964,3438.3925,3665.4446,3819.92,4205.0046,4221.1339,4252.7182,4359.1953,4293.6582,4480.3934,4721.7008,5051.075,5721.9482,6521.6593,7267.0607,7932.78,8571.7002,8752.4095,9314.1425,10108.2299,11013.0344,11250.3966,11732.5156,11911.7118
Cote d'Ivoire,CIV,11924877,12362407,12812421,13271643,13735433,14199762,14665127,15130663,15589414,16032573,16454668,16853026,17231539,17599610,17970494,18354514,18754916,19171237,19605569,20059147,20532950,21028655,21547188,22087505,22647683,2132.10247813829,2127.06395560679,2093.99217876215,2065.448910758,2054.85797401633,2173.94832652032,2309.18401551664,2361.96049434587,2432.56275412804,2438.28667084349,2378.61050656544,2376.20723718038,2321.40190632953,2283.588006027,2324.95811569458,2387.62182525544,2443.85159947699,2498.3358943765,2553.83804102884,2596.89747661314,2618.3189197938,2495.49512456671,2747.90052339675,2970.20233832225,3211.09974493266,23.3747,23.9943,24.4827,25.0909,26.1029,26.7178,26.0809,26.0654,24.7427,25.3163,23.9464,24.2816,25.6383,24.5056,24.3785,26.3927,26.3375,26.4939,27.731,27.532,28.8449,28.8764,31.2382,33.0563,33.7401
Cameroon,CMR,11780088,12137912,12499499,12864090,13230984,13599988,13970813,14344449,14723768,15112592,15513945,15928910,16357602,16800865,17259322,17733410,18223674,18730282,19252666,19789919,20341241,20906388,21485266,22077298,22681858,1949.28061401855,1881.30437575261,1810.59072304322,1658.10440111906,1681.52196130966,1728.15225667547,1787.79443254387,1863.91245008089,1919.00893357322,1978.03328279436,2039.93428415022,2119.05892744085,2184.9824523043,2265.80585349054,2418.58814029148,2476.29931164865,2568.44247788306,2691.897289612,2762.94201804798,2767.97483614165,2817.57272221604,2914.2376674035,3021.40920046322,3153.68235758959,3311.73400510575,75.2891,74.9645,74.9059,79.0696,79.7501,79.5812,78.7451,79.469,80.7341,80.753,82.4335,81.8115,81.3611,82.2653,81.5427,83.0509,82.7123,83.7133,82.8321,83.3899,82.5208,82.6645,82.2881,83.2755,83.1379
"Congo, Rep.",COG,2356737,2422305,2489952,2559873,2632345,2707537,2785810,2867280,2951647,3038433,3127411,3217933,3310387,3406922,3510468,3622775,3745141,3876119,4011486,4145391,4273731,4394844,4510198,4622761,4736974,3454.24522315757,3557.62093693788,3632.29856926872,3581.36064044468,3361.73519433309,3469.8941199086,3581.49165169537,3517.61570981029,3584.68376266343,3441.35476509659,3677.14774638978,3790.96904008149,3914.89949027951,3906.12517696072,4028.31219600984,4337.19422775707,4591.99556092593,4483.92664717554,4663.01186227481,4886.38366885052,5214.50278199796,5353.80429630661,5518.96742184187,5667.59579904057,6017.67194682472,2.6054,4.847,4.7874,4.7732,4.5623,4.7205,4.4547,5.0769,5.0307,4.7734,4.5534,4.4521,4.4861,4.9567,4.7886,6.988,7.2454,7.2827,7.5829,7.7321,7.3315,7.3066,7.5893,6.9841,6.9983
Colombia,COL,33102575,33758337,34422569,35091275,35758979,36421438,37076387,37723800,38364309,38999471,39629968,40255967,40875360,41483869,42075955,42647723,43200897,43737516,44254975,44750054,45222700,45663099,46076848,46497267,46969209,5015.54644794741,5186.20775648177,5412.45974956234,5727.81457063129,6074.70286761007,6406.06185343841,6539.86636674539,6762.75577233591,6763.01023355386,6465.19366495863,6694.81284986385,6848.27854137302,7022.73960059673,7324.40085261796,7811.23008570979,8320.56929147277,9036.31424896147,9792.90295198818,10188.0170617485,10274.4898568749,10732.7490513916,11650.1994926942,12226.2858372132,12891.3793106059,13618.1243607169,116.6519,118.4205,121.978,125.916,127.883,130.9327,131.8528,135.9924,137.7688,128.6213,132.0068,132.2259,131.1788,132.7604,133.9722,138.8471,139.7764,143.5525,144.4866,148.6653,151.6834,154.6902,152.1934,159.5837,162.8699
Comoros,COM,411594,423872,436448,449274,462277,475394,488627,501953,515385,528848,542357,555888,569479,583211,597228,611627,626425,641620,657229,673252,689692,706569,723871,741505,759390,1674.55263757199,1590.33339331936,1714.47128399399,1756.24001460575,1651.29821288463,1698.59133086685,1661.11232125982,1711.18807587769,1706.96365865465,1720.00182514556,1900.65602611801,1939.27654926174,1967.64432031581,1998.16846312654,2042.26982625948,2114.65706849664,2183.490413781,2206.55932913899,2283.89691314455,2318.43019554029,2376.53888568488,2465.32491834502,2531.03797668748,2627.34390039639,2668.89523057595,0.2324,0.237,0.2403,0.2512,0.2481,0.2569,0.2694,0.274,0.301,0.2999,0.3018,0.3031,0.3146,0.3378,0.3507,0.3273,0.3648,0.2894,0.3124,0.3409,0.3803,0.3679,0.3813,0.4185,0.3978
Cabo Verde,CPV,337950,346230,355757,366053,376407,386284,395533,404259,412514,420452,428188,435709,442951,449930,456617,463032,469170,475060,480842,486671,492654,498856,505235,511748,518269,1087.72263711436,1113.02659281492,1229.08471465715,1329.3021309015,1573.6175539914,1788.02167783832,1979.94708346121,2189.71598717594,2441.68036460828,2702.89911977369,3101.00251387231,3183.81940239113,3348.34960902565,3497.85319292211,3900.33598584606,4240.26508637449,4655.64532988656,5437.70991148956,5841.0587675126,5741.21820656374,5821.73980461991,6102.41216353509,6207.36142353237,6285.96982328074,6362.96040120839,0.2162,0.2283,0.2632,0.269,0.2531,0.2858,0.2737,0.2896,0.3147,0.3447,0.371,0.3945,0.4347,0.4693,0.4998,0.6195,0.6665,0.7123,0.6912,0.7537,0.7947,0.7666,0.6593,0.6549,0.6488
Costa Rica,CRI,3119433,3202085,3286520,3372298,3458834,3545534,3632362,3718949,3803887,3885430,3962372,4034074,4100925,4164053,4225155,4285502,4345412,4404628,4463125,4520740,4577378,4633086,4688000,4742107,4795396,5025.56122595682,5176.08121351505,5632.38980434725,6017.43680446545,6261.05237860826,6493.0398202954,6533.76494328825,6852.94480860531,7247.01094513594,7481.17275610538,7787.3777589386,8089.57938928507,8349.67112516887,8732.22894603156,9220.88915417926,9737.0888130048,10609.5068794553,11625.9304857741,12240.5790667034,12058.5238213641,12644.6966536305,13302.9282818466,14041.99377527,14445.8983598475,15067.3111823318,8.2916,8.5565,9.6653,9.7097,10.1375,9.735,9.5639,9.6174,10.2894,10.0755,9.8896,10.2393,10.2118,10.6394,10.7561,11.498,11.6168,13.0157,13.1399,12.9547,12.858,13.3082,13.3446,13.7769,13.8976
Cuba,CUB,10596987,10673542,10736387,10789306,10838462,10888252,10939293,10989732,11038692,11084670,11126430,11164667,11199651,11229183,11250365,11261582,11261248,11251122,11236971,11226709,11225832,11236670,11257101,11282720,11306902,,,,,,,,,,,,,,,,,,,,,,,,,,53.0702,44.3786,38.6556,35.1193,36.5711,37.4095,40.0188,42.6925,42.3262,42.8962,43.4051,42.3856,40.9798,40.2177,39.6888,39.9685,40.9096,42.0345,41.4902,45.7585,49.0899,46.7181,47.5771,46.5085,46.8277
Cyprus,CYP,766615,783124,800611,818746,837110,855383,873423,891190,908702,926046,943290,960276,976964,993563,1010408,1027662,1045507,1063713,1081563,1098083,1112612,1124833,1135046,1143866,1152285,13314.6712669758,13512.3896283065,14722.4926068366,14814.7014427917,15695.77268263,17069.6063951374,17297.4224893819,17778.7575994083,18758.5294698854,19662.7442286567,21291.4735082902,22871.3836699875,23556.4139278627,24252.8976002779,25921.2044367465,27763.177389335,29984.1850612746,32849.9410426219,34824.0829909209,33888.2852261088,33230.7989411299,33192.336901327,31914.6834217479,30620.8621496663,30390.6080662609,5.0532,5.6093,5.9653,6.1466,6.348,6.2406,6.5573,6.6297,7.1381,7.3852,7.7236,7.6213,7.8572,8.6834,8.5788,8.769,8.8035,9.1812,9.3564,9.0863,8.8112,8.4961,7.9403,6.9364,7.0222
Czech Republic,CZE,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,12659.8523062252,11595.6188618279,11787.7398089512,12061.9492218999,12673.3519428927,13752.5140062775,14583.4331729136,14730.615017474,14906.3982171265,15324.1064301742,16190.8050276551,17554.4877246829,18189.2343541554,19426.0851264696,20799.157638979,21956.3838583853,23776.4870553843,26124.8954490421,27844.7953264656,27599.3008601602,27667.4328953053,28797.4179611691,29047.2464395949,30485.7141541113,32263.3157548997,181.0566,164.8315,158.3562,153.4895,145.9676,145.4959,147.042,144.3961,137.8697,130.5493,141.6226,141.6084,136.5724,140.8975,141.6378,138.204,138.7436,141.5069,135.9195,128.3928,130.5169,129.9681,125.4874,120.9859,116.7703
Germany,DEU,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,19423.0197617224,20952.3728445334,21676.6761605094,21834.0922488829,22769.2035115633,23581.1757308685,24109.5898151112,24644.5312341132,25392.5817823592,26360.1471893926,27298.1087177091,28475.8763136066,29326.9120734283,29989.9854026223,31417.3633352498,31968.4674473589,34241.7677129989,36450.8208701203,38028.772143518,37042.4478763203,39187.4026529557,42692.5197566424,43564.1480172353,45232.1978530818,47190.7693532848,1154.1051,1124.8812,1077.8502,1067.8299,1054.4742,1048.3963,1070.5367,1033.6267,1018.268,981.0824,969.0739,984.353,967.2721,967.9244,948.6196,927.9916,938.3755,905.9013,912.3326,854.8262,892.2,864.2562,876.0749,894.057,854.0073
Djibouti,DJI,590398,606844,615054,618495,622366,630388,643654,660863,680463,699975,717584,733015,746942,759641,771603,783254,794563,805451,816358,827823,840198,853674,868136,883293,898696,,,,,,,,,,,,,,,,,,,,,,2744.26865451208,,,,0.8948,0.8891,0.8934,0.9057,0.9176,0.9578,0.9942,1.0173,1.0224,1.0515,1.0813,1.1061,1.1394,1.1661,1.1594,1.1688,1.1596,1.2144,1.2558,1.2249,1.2836,1.2426,1.297,1.3934,1.5143
Dominica,DMA,70419,70374,70544,70831,71043,71098,70936,70599,70185,69835,69650,69661,69837,70100,70382,70589,70718,70795,70827,70851,70878,70916,70965,71016,71085,4320.71242828761,4529.86769182013,4715.75879043498,4911.88164248784,5003.49899878741,5259.13599833372,5534.32471067449,5780.24576476727,6101.67732197399,6242.86569508888,6549.08983080849,6687.47986474069,6584.45111922075,7106.07465398046,7489.87574638704,7751.06652196982,8342.41533763639,9100.9023362142,9934.0938005839,9889.38464751495,10068.0694081916,10249.8955535919,10328.730876656,10438.621133557,11092.1389934526,0.1732,0.1741,0.1721,0.1759,0.1786,0.189,0.1807,0.1886,0.1849,0.1886,0.2106,0.2183,0.2058,0.2214,0.2183,0.2223,0.218,0.2617,0.2374,0.2373,0.2448,0.235,0.2428,0.2399,0.2429
Denmark,DNK,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,18215.5089646219,19044.4623872002,19794.111883142,20197.8434849325,21655.9340863678,22661.0487336202,23711.0140768588,24925.7984650582,25813.6389134402,26653.8239044055,28662.0947381941,29449.6194019362,30640.3456230968,30786.2489548486,32908.6807918313,34150.1594558945,37295.6593508184,38968.5153979593,41278.3268270571,40339.6771281296,42999.616135066,44403.3848413929,44803.9682421214,46726.8541437832,47901.4473627066,66.6723,77.2658,71.2017,73.8354,77.6614,74.4963,87.8829,78.3205,74.2522,70.8439,66.6328,67.7227,67.1045,72.6611,66.6301,62.8567,71.121,66.434,63.2441,60.7336,61.2864,56.1909,51.0317,52.8873,48.7741
Dominican Republic,DOM,7133494,7270409,7408342,7546463,7683707,7819247,7952763,8084407,8214426,8343283,8471321,8598601,8724975,8850317,8974444,9097257,9218686,9338861,9458075,9576737,9695121,9813210,9930911,10048224,10165178,3579.19322360777,3664.82813366791,4091.32566062895,4414.40356923292,4543.28258068476,4817.29229342838,5111.4607828457,5569.4092439935,5915.12861357855,6258.78643375903,6595.77190578813,6803.99879372461,7117.69738486516,7051.02351756007,7324.22826702361,8152.85962201015,9049.39913019041,9853.17171843713,10236.5448362147,10283.1614744151,11132.9376439176,11580.568776398,11979.7022644985,12634.9645713728,13697.636931106,15.2134,16.1398,17.8326,17.8648,19.7602,20.7331,21.7982,23.5754,25.6113,26.0903,27.4524,27.5998,29.6161,27.0347,26.2906,27.9888,29.9516,30.9622,31.3613,31.1971,32.4482,32.6492,33.2175,33.1372,33.1073
Algeria,DZA,25758869,26400479,27028326,27635515,28213774,28757785,29266405,29742979,30192754,30623406,31042235,31451514,31855109,32264157,32692163,33149724,33641002,34166972,34730608,35333881,35977455,36661444,37383887,38140132,38923687,6682.53259482826,6659.73448691653,6773.03695139652,6638.7661289852,6581.78394444432,6843.1958200424,7128.13449128543,7213.3507965259,7552.35315332431,7795.37036299164,8162.41289479366,8480.58017701933,8982.68210758908,9684.08205241823,10236.7879718873,11024.9584377733,11381.2605013334,11895.2015977884,12211.3380245579,12291.7607653725,12656.3720817466,13046.3699622677,13479.6805812833,13816.360047887,14317.0427180114,90.7337,90.1712,90.3222,98.361,96.6891,98.7464,99.5933,103.2832,108.1765,113.6734,117.0715,114.7477,121.4828,126.4091,129.7047,134.5421,140.7133,148.6758,153.6934,163.8497,165.5905,171.7491,182.3343,187.5171,202.0871
Ecuador,ECU,10230934,10472475,10716129,10961466,11208001,11455204,11703174,11951452,12198449,12442115,12681123,12914667,13143465,13369678,13596388,13825847,14059384,14296557,14535739,14774424,15011117,15243883,15474102,15707474,15951838,4842.70097988675,5100.88773479125,5206.30802101169,5313.1848484882,5533.27228951552,5651.89104257018,5730.98921941717,5955.77112340576,6093.60652492681,5773.29450957271,5854.33742182958,6110.45775612709,6348.92537970144,6530.51705859897,7135.98648121479,7619.03378642123,8059.13114229335,8316.56816664387,8868.93759142324,8841.98438922826,9114.33832835383,9883.58002854238,10483.1341313652,11028.4290438128,11484.1716060523,29.1162,30.188,31.7499,31.2494,32.6013,35.6661,38.8073,39.9591,39.764,35.6183,36.5542,39.2984,39.4834,39.2795,42.7854,44.0497,46.0564,46.3978,47.3034,50.0586,53.776,55.0579,56.2169,58.2986,60.6294
"Egypt, Arab Rep.",EGY,56134475,57424549,58666814,59880658,61095804,62334034,63601629,64892270,66200269,67515591,68831561,70152661,71485043,72826097,74172073,75523569,76873663,78232126,79636079,81134798,82761235,84529250,86422240,88404640,90424654,3827.27758020494,3911.3457609696,4090.91883440679,4221.97021433167,4394.28117706895,4601.44454567663,4821.40941591131,5071.02054045612,5307.041554083,5598.32939025698,5971.66853783176,6199.41007108421,6327.81079813141,6528.67532678344,6852.14983047894,7249.45256670134,7839.84225685394,8471.34348680295,9091.00066505558,9411.30496895581,9814.29845495566,9982.84570166468,10172.9830564821,10340.542144239,10601.1666902408,123.3388,127.7573,131.8974,133.2189,127.7224,135.828,142.7845,152.1826,159.4946,168.1489,168.6119,182.2767,187.4435,195.6899,207.4449,227.5663,235.4893,251.1878,262.3536,265.7853,267.5967,274.99,288.3518,272.3785,272.685
Eritrea,ERI,2258653,2266358,2257596,2238626,2218430,2204222,2196464,2195179,2206432,2237405,2292416,2374722,2481058,2600973,2719803,2826659,2918205,2996536,3062779,3119920,3170435,3213972,,,,,,1053.04306138954,1233.39787354719,1540.97129571858,1628.68420703652,1818.46458420957,1997.28709568853,2045.08542648537,2046.16881234793,1977.56064972517,2121.70203918131,2124.88834599462,2009.73975003207,2002.32794236575,2037.79285460453,2013.88919550788,2042.66479510214,1838.04301643717,1888.61517953682,1921.43478979428,2102.95405980347,,,,,,6.0603,5.794,5.9156,6.0697,6.392,6.7026,6.5797,6.6075,6.6328,6.4999,6.4002,6.5035,6.4905,6.4621,6.3546,6.4824,6.3511,6.3004,6.3149,6.4977,6.6207,6.6813,6.7554
Spain,ESP,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,13627.3265457396,14410.1382021864,14802.791644515,14919.6350910203,15527.2898273986,16218.2812007775,16916.1009119743,17868.8261994146,19029.2886860197,19907.1614549856,21533.9089930091,22910.7802327061,24363.014919004,25055.9747761175,26180.0605811503,27702.4643073663,30815.2684780753,32597.0558609096,33463.6540993469,32391.0205139,31923.1228581438,32068.2709273108,31988.2538693179,32603.9057713971,33709.6492402637,271.7052,278.7947,289.6307,276.4999,287.7991,300.575,293.2927,314.18,326.2477,350.1566,367.6934,369.3148,386.9475,394.0222,409.8726,423.7214,417.2805,431.8756,394.2674,354.8803,340.0375,339.7952,331.778,306.6777,305.8181
Estonia,EST,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,,,,,,6283.91996654534,6825.50186362188,7842.06468223236,8365.59405373023,8368.20958176921,9421.26377478994,10302.7719770313,11590.6031705331,13064.6945154195,14419.4269113124,16516.1438725455,19257.981148334,21964.2888859081,22664.0393274715,20502.353701344,21581.6921835734,24543.0674715452,26022.4688470951,27495.7344185694,28964.1793271657,42.9105,38.9451,29.7394,23.7073,22.5782,20.6316,21.4405,21.0155,20.4154,19.3595,18.9324,19.367,18.9978,21.0148,21.1585,21.3849,20.1564,24.0275,22.4434,19.1331,23.0397,22.1454,20.9141,23.3256,22.0363
Ethiopia,ETH,47887865,49609969,51423585,53295566,55180998,57047908,58883530,60697443,62507724,64343013,66224804,68159423,70142091,72170584,74239505,76346311,78489206,80674348,82916235,85233913,87639964,90139927,92726971,95385785,98094253,424.823988961616,393.685955240679,354.767865499528,396.471751158942,403.577963085995,422.977743206729,469.149191137764,477.486373308017,452.662093312814,469.128030126374,494.287301912062,531.533793854266,532.626621806648,515.873303340652,584.896866870028,655.786698723734,728.390515987162,811.064277437226,891.276432738064,950.554329360797,1052.60667250399,1161.58143397688,1250.35122224562,1367.71414427886,1494.11205196463,65.9973,66.4521,67.2177,61.9145,63.193,63.8906,66.9026,69.1506,74.8299,74.7212,72.3958,76.273,85.5334,83.8519,85.8107,89.3843,93.553,102.6523,106.6497,110.8278,115.2936,114.739,119.3196,123.3709,129.2132
